Cysteine desulfurase (EC 2.8.1.7)						fig|6666666.104664.peg.1900,fig|6666666.104664.peg.1922,fig|6666666.104664.peg.3238,fig|6666666.104664.peg.4493	fig|6666666.104681.peg.481,fig|6666666.104681.peg.549,fig|6666666.104681.peg.5650,fig|6666666.104681.peg.6498	fig|6666666.104683.peg.3308,fig|6666666.104683.peg.3394,fig|6666666.104683.peg.3418,fig|6666666.104683.peg.4475	fig|6666666.104692.peg.4098,fig|6666666.104692.peg.4184,fig|6666666.104692.peg.4209,fig|6666666.104692.peg.4504	fig|6666666.104740.peg.1485,fig|6666666.104740.peg.2048,fig|6666666.104740.peg.3403,fig|6666666.104740.peg.4500,fig|6666666.104740.peg.4524,fig|6666666.104740.peg.6043,fig|6666666.104740.peg.6548	
Cysteine desulfurase (EC 2.8.1.7), SufS subfamily	fig|6666666.104566.peg.440	fig|6666666.104573.peg.1669	fig|6666666.104574.peg.644	fig|6666666.104604.peg.269	fig|6666666.104655.peg.474	fig|6666666.104664.peg.2691	fig|6666666.104681.peg.2815	fig|6666666.104683.peg.1062	fig|6666666.104692.peg.2117	fig|6666666.104740.peg.491,fig|6666666.104740.peg.6231	
Cysteine synthase (EC 2.5.1.47)	fig|6666666.104566.peg.789	fig|6666666.104573.peg.969	fig|6666666.104574.peg.1769	fig|6666666.104604.peg.1050	fig|6666666.104655.peg.175	fig|6666666.104664.peg.696		fig|6666666.104683.peg.2344	fig|6666666.104692.peg.277	fig|6666666.104740.peg.439,fig|6666666.104740.peg.1461,fig|6666666.104740.peg.1512,fig|6666666.104740.peg.4923	
Cysteine synthase B (EC 2.5.1.47)						fig|6666666.104664.peg.1788,fig|6666666.104664.peg.4452	fig|6666666.104681.peg.1011,fig|6666666.104681.peg.3484	fig|6666666.104683.peg.3537,fig|6666666.104683.peg.4514	fig|6666666.104692.peg.4325,fig|6666666.104692.peg.4543	fig|6666666.104740.peg.4897,fig|6666666.104740.peg.6999	
Cysteinyl-tRNA synthetase (EC 6.1.1.16)	fig|6666666.104566.peg.43	fig|6666666.104573.peg.320	fig|6666666.104574.peg.920	fig|6666666.104604.peg.818	fig|6666666.104655.peg.1204	fig|6666666.104664.peg.806	fig|6666666.104681.peg.636	fig|6666666.104683.peg.2678	fig|6666666.104692.peg.3330	fig|6666666.104740.peg.2414	
Cytidine deaminase (EC 3.5.4.5)			fig|6666666.104574.peg.551	fig|6666666.104604.peg.1610		fig|6666666.104664.peg.2226	fig|6666666.104681.peg.356,fig|6666666.104681.peg.927	fig|6666666.104683.peg.4055	fig|6666666.104692.peg.1193	fig|6666666.104740.peg.2621	
Cytidylate kinase (EC 2.7.4.25)	fig|6666666.104566.peg.503	fig|6666666.104573.peg.1733		fig|6666666.104604.peg.148	fig|6666666.104655.peg.1013	fig|6666666.104664.peg.1874	fig|6666666.104681.peg.107	fig|6666666.104683.peg.3448	fig|6666666.104692.peg.4239	fig|6666666.104740.peg.5641	
Cytochrome c oxidase polypeptide I (EC 1.9.3.1)						fig|6666666.104664.peg.1420,fig|6666666.104664.peg.4448	fig|6666666.104681.peg.470,fig|6666666.104681.peg.471,fig|6666666.104681.peg.1402,fig|6666666.104681.peg.1403,fig|6666666.104681.peg.2271	fig|6666666.104683.peg.530,fig|6666666.104683.peg.4530	fig|6666666.104692.peg.1019,fig|6666666.104692.peg.4560	fig|6666666.104740.peg.6985	
Cytochrome c oxidase polypeptide II (EC 1.9.3.1)						fig|6666666.104664.peg.4796	fig|6666666.104681.peg.1138	fig|6666666.104683.peg.1688	fig|6666666.104692.peg.3598	fig|6666666.104740.peg.5798	
Cytochrome c oxidase polypeptide III (EC 1.9.3.1)						fig|6666666.104664.peg.4789	fig|6666666.104681.peg.1145	fig|6666666.104683.peg.1693	fig|6666666.104692.peg.3604	fig|6666666.104740.peg.5803	
Cytochrome c-type biogenesis protein CcdA (DsbD analog)						fig|6666666.104664.peg.3733	fig|6666666.104681.peg.3395	fig|6666666.104683.peg.3640	fig|6666666.104692.peg.2570	fig|6666666.104740.peg.4888	
Cytochrome c-type biogenesis protein CcsA/ResC						fig|6666666.104664.peg.3741	fig|6666666.104681.peg.3397	fig|6666666.104683.peg.3638	fig|6666666.104692.peg.2568	fig|6666666.104740.peg.4890	
Cytochrome c-type biogenesis protein DsbD, protein-disulfide reductase (EC 1.8.1.8)										fig|6666666.104740.peg.1296	
Cytochrome c551/c552						fig|6666666.104664.peg.1052,fig|6666666.104664.peg.2680,fig|6666666.104664.peg.2681,fig|6666666.104664.peg.3330		fig|6666666.104683.peg.1074,fig|6666666.104683.peg.1075,fig|6666666.104683.peg.1430,fig|6666666.104683.peg.3087,fig|6666666.104683.peg.3089,fig|6666666.104683.peg.4011	fig|6666666.104692.peg.1238,fig|6666666.104692.peg.1890,fig|6666666.104692.peg.2104,fig|6666666.104692.peg.2105		
Cytochrome d ubiquinol oxidase subunit I (EC 1.10.3.-)	fig|6666666.104566.peg.639	fig|6666666.104573.peg.1527	fig|6666666.104574.peg.1392	fig|6666666.104604.peg.56	fig|6666666.104655.peg.360	fig|6666666.104664.peg.3454	fig|6666666.104681.peg.4294,fig|6666666.104681.peg.6448	fig|6666666.104683.peg.2881	fig|6666666.104692.peg.3128	fig|6666666.104740.peg.3465	
Cytochrome d ubiquinol oxidase subunit II (EC 1.10.3.-)	fig|6666666.104566.peg.640	fig|6666666.104573.peg.1528	fig|6666666.104574.peg.1393	fig|6666666.104604.peg.55	fig|6666666.104655.peg.359	fig|6666666.104664.peg.3453	fig|6666666.104681.peg.4295,fig|6666666.104681.peg.6449	fig|6666666.104683.peg.2880	fig|6666666.104692.peg.3129	fig|6666666.104740.peg.3464	
Cytochrome oxidase biogenesis protein Surf1, facilitates heme A insertion							fig|6666666.104681.peg.6283	fig|6666666.104683.peg.4335			
Cytoplasmic alpha-amylase (EC 3.2.1.1)			fig|6666666.104574.peg.1493								
Cytoplasmic axial filament protein CafA and Ribonuclease G (EC 3.1.4.-)	fig|6666666.104566.peg.638	fig|6666666.104573.peg.1526	fig|6666666.104574.peg.1390	fig|6666666.104604.peg.57	fig|6666666.104655.peg.362		fig|6666666.104681.peg.1116				
Cytoplasmic membrane protein FsxA	fig|6666666.104566.peg.694					fig|6666666.104664.peg.2623	fig|6666666.104681.peg.4276	fig|6666666.104683.peg.3585	fig|6666666.104692.peg.2042	fig|6666666.104740.peg.1336	
Cytosine deaminase (EC 3.5.4.1)	fig|6666666.104566.peg.1651	fig|6666666.104573.peg.396		fig|6666666.104604.peg.159,fig|6666666.104604.peg.1612			fig|6666666.104681.peg.1694			fig|6666666.104740.peg.405	
Cytosine permease				fig|6666666.104604.peg.1611		fig|6666666.104664.peg.22		fig|6666666.104683.peg.2521	fig|6666666.104692.peg.760		
Cytosine/purine/uracil/thiamine/allantoin permease family protein	fig|6666666.104566.peg.120,fig|6666666.104566.peg.533,fig|6666666.104566.peg.1650	fig|6666666.104573.peg.395,fig|6666666.104573.peg.1626,fig|6666666.104573.peg.1764		fig|6666666.104604.peg.913,fig|6666666.104604.peg.1675	fig|6666666.104655.peg.388,fig|6666666.104655.peg.724	fig|6666666.104664.peg.1554	fig|6666666.104681.peg.5491			fig|6666666.104740.peg.4166	
Cytosol aminopeptidase PepA (EC 3.4.11.1)				fig|6666666.104604.peg.427	fig|6666666.104655.peg.568	fig|6666666.104664.peg.4328,fig|6666666.104664.peg.4815	fig|6666666.104681.peg.985,fig|6666666.104681.peg.2139	fig|6666666.104683.peg.1667,fig|6666666.104683.peg.4661	fig|6666666.104692.peg.3577,fig|6666666.104692.peg.4694	fig|6666666.104740.peg.2997,fig|6666666.104740.peg.4043	
D-3-phosphoglycerate dehydrogenase (EC 1.1.1.95)	fig|6666666.104566.peg.1552	fig|6666666.104573.peg.885	fig|6666666.104574.peg.200,fig|6666666.104574.peg.269,fig|6666666.104574.peg.1373,fig|6666666.104574.peg.1717,fig|6666666.104574.peg.2000	fig|6666666.104604.peg.1249	fig|6666666.104655.peg.689	fig|6666666.104664.peg.1196,fig|6666666.104664.peg.1476,fig|6666666.104664.peg.1593,fig|6666666.104664.peg.1723,fig|6666666.104664.peg.4419,fig|6666666.104664.peg.4421,fig|6666666.104664.peg.4514,fig|6666666.104664.peg.4516	fig|6666666.104681.peg.379,fig|6666666.104681.peg.438,fig|6666666.104681.peg.806,fig|6666666.104681.peg.1181,fig|6666666.104681.peg.2714,fig|6666666.104681.peg.2770,fig|6666666.104681.peg.3269,fig|6666666.104681.peg.4856,fig|6666666.104681.peg.5607	fig|6666666.104683.peg.819,fig|6666666.104683.peg.1031,fig|6666666.104683.peg.1478,fig|6666666.104683.peg.2639,fig|6666666.104683.peg.2650,fig|6666666.104683.peg.4449,fig|6666666.104683.peg.4458,fig|6666666.104683.peg.4556,fig|6666666.104683.peg.4558	fig|6666666.104692.peg.700,fig|6666666.104692.peg.711,fig|6666666.104692.peg.1688,fig|6666666.104692.peg.1840,fig|6666666.104692.peg.2148,fig|6666666.104692.peg.4479,fig|6666666.104692.peg.4488,fig|6666666.104692.peg.4589,fig|6666666.104692.peg.4591	fig|6666666.104740.peg.83,fig|6666666.104740.peg.2009,fig|6666666.104740.peg.2020,fig|6666666.104740.peg.2202,fig|6666666.104740.peg.3683	
D-alanine--D-alanine ligase (EC 6.3.2.4)	fig|6666666.104566.peg.658,fig|6666666.104566.peg.1295	fig|6666666.104573.peg.514,fig|6666666.104573.peg.1545	fig|6666666.104574.peg.1410,fig|6666666.104574.peg.1975	fig|6666666.104604.peg.38,fig|6666666.104604.peg.983	fig|6666666.104655.peg.304,fig|6666666.104655.peg.345	fig|6666666.104664.peg.1318,fig|6666666.104664.peg.2101,fig|6666666.104664.peg.4544	fig|6666666.104681.peg.1993,fig|6666666.104681.peg.4900,fig|6666666.104681.peg.5933	fig|6666666.104683.peg.366,fig|6666666.104683.peg.3017,fig|6666666.104683.peg.4424	fig|6666666.104692.peg.650,fig|6666666.104692.peg.1483,fig|6666666.104692.peg.4454	fig|6666666.104740.peg.3318,fig|6666666.104740.peg.4266	
D-alanine--poly(phosphoribitol) ligase subunit 1 (EC 6.1.1.13)										fig|6666666.104740.peg.1082	
D-alanyl-D-alanine carboxypeptidase (EC 3.4.16.4)	fig|6666666.104566.peg.1568	fig|6666666.104573.peg.869	fig|6666666.104574.peg.126	fig|6666666.104604.peg.730	fig|6666666.104655.peg.824	fig|6666666.104664.peg.145,fig|6666666.104664.peg.846,fig|6666666.104664.peg.1750,fig|6666666.104664.peg.2236,fig|6666666.104664.peg.3107	fig|6666666.104681.peg.347,fig|6666666.104681.peg.1195,fig|6666666.104681.peg.3374,fig|6666666.104681.peg.4874	fig|6666666.104683.peg.64,fig|6666666.104683.peg.1007,fig|6666666.104683.peg.2359,fig|6666666.104683.peg.2720,fig|6666666.104683.peg.4065	fig|6666666.104692.peg.116,fig|6666666.104692.peg.938,fig|6666666.104692.peg.1183,fig|6666666.104692.peg.2173,fig|6666666.104692.peg.3288	fig|6666666.104740.peg.337,fig|6666666.104740.peg.2632,fig|6666666.104740.peg.3847,fig|6666666.104740.peg.5291,fig|6666666.104740.peg.6462	
D-amino acid dehydrogenase small subunit (EC 1.4.99.1)						fig|6666666.104664.peg.3134		fig|6666666.104683.peg.3209	fig|6666666.104692.peg.3996		
D-amino-acid oxidase (EC 1.4.3.3)							fig|6666666.104681.peg.1884,fig|6666666.104681.peg.2250,fig|6666666.104681.peg.5643			fig|6666666.104740.peg.282	
D-beta-hydroxybutyrate dehydrogenase (EC 1.1.1.30)						fig|6666666.104664.peg.652,fig|6666666.104664.peg.2549	fig|6666666.104681.peg.4448	fig|6666666.104683.peg.1132,fig|6666666.104683.peg.2475	fig|6666666.104692.peg.502,fig|6666666.104692.peg.2780	fig|6666666.104740.peg.90,fig|6666666.104740.peg.442	
D-cysteine desulfhydrase (EC 4.4.1.15)						fig|6666666.104664.peg.1548		fig|6666666.104683.peg.773	fig|6666666.104692.peg.1736		
D-galactonate transporter						fig|6666666.104664.peg.1566	fig|6666666.104681.peg.2186	fig|6666666.104683.peg.791	fig|6666666.104692.peg.1717		
D-glycerate 2-kinase (EC 2.7.1.-)							fig|6666666.104681.peg.195				
D-glycero-D-manno-heptose 1,7-bisphosphate phosphatase (EC 3.1.1.-)						fig|6666666.104664.peg.1662,fig|6666666.104664.peg.1668		fig|6666666.104683.peg.884,fig|6666666.104683.peg.890	fig|6666666.104692.peg.2289,fig|6666666.104692.peg.2295		
D-glycero-D-manno-heptose 1-phosphate guanosyltransferase						fig|6666666.104664.peg.3046		fig|6666666.104683.peg.3943	fig|6666666.104692.peg.1307		
D-glycero-beta-D-manno-heptose 7-phosphate kinase						fig|6666666.104664.peg.1664,fig|6666666.104664.peg.1670		fig|6666666.104683.peg.888,fig|6666666.104683.peg.896	fig|6666666.104692.peg.2282,fig|6666666.104692.peg.2291		
D-lactate dehydrogenase (EC 1.1.1.28)							fig|6666666.104681.peg.5934			fig|6666666.104740.peg.3319	
D-mannonate oxidoreductase (EC 1.1.1.57)	fig|6666666.104566.peg.506	fig|6666666.104573.peg.1736		fig|6666666.104604.peg.152	fig|6666666.104655.peg.85						
D-serine dehydratase (EC 4.3.1.18)	fig|6666666.104566.peg.66	fig|6666666.104573.peg.381		fig|6666666.104604.peg.760	fig|6666666.104655.peg.851						
D-serine/D-alanine/glycine transporter			fig|6666666.104574.peg.1449		fig|6666666.104655.peg.1041						
D-xylose transport ATP-binding protein XylG						fig|6666666.104664.peg.4651		fig|6666666.104683.peg.1837	fig|6666666.104692.peg.3745		
DHA-specific IIA component						fig|6666666.104664.peg.2399		fig|6666666.104683.peg.1286	fig|6666666.104692.peg.2943	fig|6666666.104740.peg.5786	
DHA-specific phosphocarrier protein HPr						fig|6666666.104664.peg.2399		fig|6666666.104683.peg.1286	fig|6666666.104692.peg.2943	fig|6666666.104740.peg.5786	
DNA gyrase subunit A (EC 5.99.1.3)	fig|6666666.104566.peg.1309	fig|6666666.104573.peg.527	fig|6666666.104574.peg.1986	fig|6666666.104604.peg.969	fig|6666666.104655.peg.319	fig|6666666.104664.peg.1337	fig|6666666.104681.peg.4923	fig|6666666.104683.peg.3000	fig|6666666.104692.peg.1466	fig|6666666.104740.peg.4251	
DNA gyrase subunit B (EC 5.99.1.3)	fig|6666666.104566.peg.1308	fig|6666666.104573.peg.526	fig|6666666.104574.peg.1985	fig|6666666.104604.peg.970	fig|6666666.104655.peg.318	fig|6666666.104664.peg.1338	fig|6666666.104681.peg.4922	fig|6666666.104683.peg.3001	fig|6666666.104692.peg.1467	fig|6666666.104740.peg.4252	
DNA helicase, phage-associated				fig|6666666.104604.peg.1340,fig|6666666.104604.peg.1384	fig|6666666.104655.peg.935,fig|6666666.104655.peg.1231,fig|6666666.104655.peg.1342					fig|6666666.104740.peg.7131	
DNA integrity scanning protein DisA										fig|6666666.104740.peg.5610	
DNA ligase (EC 6.5.1.2)	fig|6666666.104566.peg.1704	fig|6666666.104573.peg.56	fig|6666666.104574.peg.367	fig|6666666.104604.peg.1116	fig|6666666.104655.peg.139	fig|6666666.104664.peg.4502	fig|6666666.104681.peg.2053,fig|6666666.104681.peg.3091	fig|6666666.104683.peg.4468	fig|6666666.104692.peg.4498	fig|6666666.104740.peg.5285	
DNA polymerase I (EC 2.7.7.7)	fig|6666666.104566.peg.477	fig|6666666.104573.peg.1706	fig|6666666.104574.peg.1667	fig|6666666.104604.peg.118,fig|6666666.104604.peg.988,fig|6666666.104604.peg.1352,fig|6666666.104604.peg.1377	fig|6666666.104655.peg.392,fig|6666666.104655.peg.434,fig|6666666.104655.peg.940,fig|6666666.104655.peg.1348	fig|6666666.104664.peg.2028,fig|6666666.104664.peg.2615	fig|6666666.104681.peg.2875,fig|6666666.104681.peg.4257,fig|6666666.104681.peg.5471	fig|6666666.104683.peg.642,fig|6666666.104683.peg.3593	fig|6666666.104692.peg.1131,fig|6666666.104692.peg.2050	fig|6666666.104740.peg.736,fig|6666666.104740.peg.3644,fig|6666666.104740.peg.5152,fig|6666666.104740.peg.7119	
DNA polymerase III alpha subunit (EC 2.7.7.7)	fig|6666666.104566.peg.456,fig|6666666.104566.peg.936	fig|6666666.104573.peg.1107,fig|6666666.104573.peg.1685	fig|6666666.104574.peg.103,fig|6666666.104574.peg.622	fig|6666666.104604.peg.248,fig|6666666.104604.peg.1627	fig|6666666.104655.peg.1625	fig|6666666.104664.peg.1914,fig|6666666.104664.peg.3447	fig|6666666.104681.peg.3798,fig|6666666.104681.peg.3842	fig|6666666.104683.peg.2888,fig|6666666.104683.peg.3400,fig|6666666.104683.peg.4113	fig|6666666.104692.peg.2373,fig|6666666.104692.peg.3121,fig|6666666.104692.peg.4190	fig|6666666.104740.peg.2676,fig|6666666.104740.peg.4519	
DNA polymerase III beta subunit (EC 2.7.7.7)	fig|6666666.104566.peg.1304	fig|6666666.104573.peg.522	fig|6666666.104574.peg.1982	fig|6666666.104604.peg.974	fig|6666666.104655.peg.315	fig|6666666.104664.peg.1335,fig|6666666.104664.peg.3577	fig|6666666.104681.peg.4915	fig|6666666.104683.peg.2763,fig|6666666.104683.peg.3005	fig|6666666.104692.peg.1471,fig|6666666.104692.peg.3245	fig|6666666.104740.peg.3909,fig|6666666.104740.peg.4256	
DNA polymerase III delta prime subunit (EC 2.7.7.7)							fig|6666666.104681.peg.3233				
DNA polymerase III delta subunit (EC 2.7.7.7)							fig|6666666.104681.peg.2898				
DNA polymerase III epsilon subunit (EC 2.7.7.7)	fig|6666666.104566.peg.1008	fig|6666666.104573.peg.617	fig|6666666.104574.peg.458,fig|6666666.104574.peg.469	fig|6666666.104604.peg.1551,fig|6666666.104604.peg.1561	fig|6666666.104655.peg.1539		fig|6666666.104681.peg.1162,fig|6666666.104681.peg.1842			fig|6666666.104740.peg.5810	
DNA polymerase III subunits gamma and tau (EC 2.7.7.7)	fig|6666666.104566.peg.54	fig|6666666.104573.peg.311	fig|6666666.104574.peg.117	fig|6666666.104604.peg.833	fig|6666666.104655.peg.1264		fig|6666666.104681.peg.1779	fig|6666666.104683.peg.2810	fig|6666666.104692.peg.3198	fig|6666666.104740.peg.3947	
DNA polymerase IV (EC 2.7.7.7)	fig|6666666.104566.peg.913	fig|6666666.104573.peg.1084	fig|6666666.104574.peg.196	fig|6666666.104604.peg.1649	fig|6666666.104655.peg.1647	fig|6666666.104664.peg.2415	fig|6666666.104681.peg.3833	fig|6666666.104683.peg.1271	fig|6666666.104692.peg.2927	fig|6666666.104740.peg.4572,fig|6666666.104740.peg.5101	
DNA polymerase IV-like protein ImuB	fig|6666666.104566.peg.455	fig|6666666.104573.peg.1684	fig|6666666.104574.peg.621								
DNA polymerase-like protein MT3142							fig|6666666.104681.peg.1787				
DNA primase (EC 2.7.7.-)	fig|6666666.104566.peg.955	fig|6666666.104573.peg.9	fig|6666666.104574.peg.76	fig|6666666.104604.peg.1613	fig|6666666.104655.peg.1591	fig|6666666.104664.peg.2289	fig|6666666.104681.peg.1912,fig|6666666.104681.peg.3607	fig|6666666.104683.peg.2310,fig|6666666.104683.peg.3171	fig|6666666.104692.peg.3959	fig|6666666.104740.peg.3085,fig|6666666.104740.peg.3660,fig|6666666.104740.peg.6447	
DNA primase/helicase, phage-associated				fig|6666666.104604.peg.1342,fig|6666666.104604.peg.1382	fig|6666666.104655.peg.937,fig|6666666.104655.peg.1229,fig|6666666.104655.peg.1345						
DNA recombination and repair protein RecF	fig|6666666.104566.peg.1305	fig|6666666.104573.peg.523	fig|6666666.104574.peg.1983	fig|6666666.104604.peg.973	fig|6666666.104655.peg.316	fig|6666666.104664.peg.1333	fig|6666666.104681.peg.4917	fig|6666666.104683.peg.3003	fig|6666666.104692.peg.1469	fig|6666666.104740.peg.4254	
DNA recombination and repair protein RecO	fig|6666666.104566.peg.593	fig|6666666.104573.peg.1479	fig|6666666.104574.peg.326	fig|6666666.104604.peg.101	fig|6666666.104655.peg.971	fig|6666666.104664.peg.2297	fig|6666666.104681.peg.333	fig|6666666.104683.peg.3152	fig|6666666.104692.peg.3940	fig|6666666.104740.peg.3100	
DNA recombination protein RmuC	fig|6666666.104566.peg.327	fig|6666666.104573.peg.1321	fig|6666666.104574.peg.1484	fig|6666666.104604.peg.557	fig|6666666.104655.peg.1420	fig|6666666.104664.peg.4272	fig|6666666.104681.peg.5320	fig|6666666.104683.peg.4709	fig|6666666.104692.peg.4740	fig|6666666.104740.peg.3963	
DNA repair protein RadA	fig|6666666.104566.peg.1544	fig|6666666.104573.peg.893	fig|6666666.104574.peg.931	fig|6666666.104604.peg.1235	fig|6666666.104655.peg.807	fig|6666666.104664.peg.818	fig|6666666.104681.peg.3457	fig|6666666.104683.peg.2684	fig|6666666.104692.peg.3324	fig|6666666.104740.peg.1027,fig|6666666.104740.peg.2421	
DNA repair protein RecN	fig|6666666.104566.peg.429	fig|6666666.104573.peg.1658	fig|6666666.104574.peg.93	fig|6666666.104604.peg.280	fig|6666666.104655.peg.484	fig|6666666.104664.peg.1988	fig|6666666.104681.peg.127	fig|6666666.104683.peg.678	fig|6666666.104692.peg.1169	fig|6666666.104740.peg.5987	
DNA topoisomerase I (EC 5.99.1.2)	fig|6666666.104566.peg.14	fig|6666666.104573.peg.351	fig|6666666.104574.peg.893	fig|6666666.104604.peg.792	fig|6666666.104655.peg.607	fig|6666666.104664.peg.57	fig|6666666.104681.peg.3257	fig|6666666.104683.peg.2735	fig|6666666.104692.peg.3274	fig|6666666.104740.peg.3871	
DNA-3-methyladenine glycosylase (EC 3.2.2.20)			fig|6666666.104574.peg.1127			fig|6666666.104664.peg.2610	fig|6666666.104681.peg.979	fig|6666666.104683.peg.3570	fig|6666666.104692.peg.2027	fig|6666666.104740.peg.4039	
DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	fig|6666666.104566.peg.1680	fig|6666666.104573.peg.426	fig|6666666.104574.peg.885	fig|6666666.104604.peg.1499	fig|6666666.104655.peg.717	fig|6666666.104664.peg.1072	fig|6666666.104681.peg.3998,fig|6666666.104681.peg.5926	fig|6666666.104683.peg.2016	fig|6666666.104692.peg.3919	fig|6666666.104740.peg.1523,fig|6666666.104740.peg.6236	
DNA-binding heavy metal response regulator	fig|6666666.104566.peg.811	fig|6666666.104573.peg.990									
DNA-binding protein HU							fig|6666666.104681.peg.2265,fig|6666666.104681.peg.2568	fig|6666666.104683.peg.4435	fig|6666666.104692.peg.4465	fig|6666666.104740.peg.1999	
DNA-binding protein HU-alpha			fig|6666666.104574.peg.286								
DNA-cytosine methyltransferase (EC 2.1.1.37)	fig|6666666.104566.peg.387	fig|6666666.104573.peg.1378	fig|6666666.104574.peg.1935		fig|6666666.104655.peg.96,fig|6666666.104655.peg.826,fig|6666666.104655.peg.927,fig|6666666.104655.peg.1337,fig|6666666.104655.peg.1359					fig|6666666.104740.peg.2104,fig|6666666.104740.peg.2578	
DNA-damage-inducible protein J	fig|6666666.104566.peg.1606,fig|6666666.104566.peg.1608	fig|6666666.104573.peg.116,fig|6666666.104573.peg.824,fig|6666666.104573.peg.825									
DNA-directed RNA polymerase alpha subunit (EC 2.7.7.6)	fig|6666666.104566.peg.194	fig|6666666.104573.peg.1191	fig|6666666.104574.peg.1291	fig|6666666.104604.peg.380	fig|6666666.104655.peg.236	fig|6666666.104664.peg.3835	fig|6666666.104681.peg.3707	fig|6666666.104683.peg.4200	fig|6666666.104692.peg.2460	fig|6666666.104740.peg.2770	
DNA-directed RNA polymerase beta subunit (EC 2.7.7.6)	fig|6666666.104566.peg.231	fig|6666666.104573.peg.1228	fig|6666666.104574.peg.1245	fig|6666666.104604.peg.345	fig|6666666.104655.peg.198	fig|6666666.104664.peg.3808	fig|6666666.104681.peg.3669	fig|6666666.104683.peg.4239	fig|6666666.104692.peg.2499	fig|6666666.104740.peg.2809	
DNA-directed RNA polymerase beta' subunit (EC 2.7.7.6)	fig|6666666.104566.peg.230	fig|6666666.104573.peg.1227	fig|6666666.104574.peg.1246	fig|6666666.104604.peg.346	fig|6666666.104655.peg.199	fig|6666666.104664.peg.3809	fig|6666666.104681.peg.3670	fig|6666666.104683.peg.4238	fig|6666666.104692.peg.2498	fig|6666666.104740.peg.2808	
DNA-directed RNA polymerase omega subunit (EC 2.7.7.6)	fig|6666666.104566.peg.556	fig|6666666.104573.peg.1440	fig|6666666.104574.peg.1751	fig|6666666.104604.peg.185	fig|6666666.104655.peg.414	fig|6666666.104664.peg.1417	fig|6666666.104681.peg.2608	fig|6666666.104683.peg.533	fig|6666666.104692.peg.1022	fig|6666666.104740.peg.6266	
DUF1794	fig|6666666.104566.peg.1111	fig|6666666.104573.peg.742	fig|6666666.104574.peg.1060	fig|6666666.104604.peg.677	fig|6666666.104655.peg.649	fig|6666666.104664.peg.3604	fig|6666666.104681.peg.608	fig|6666666.104683.peg.3780	fig|6666666.104692.peg.2710	fig|6666666.104740.peg.6877	
DUF324 domain-containing protein						fig|6666666.104664.peg.1158		fig|6666666.104683.peg.1928	fig|6666666.104692.peg.3826		
Deacetylases, including yeast histone deacetylase and acetoin utilization protein										fig|6666666.104740.peg.975	
Death on curing protein, Doc toxin							fig|6666666.104681.peg.3481			fig|6666666.104740.peg.2386	
DedA family protein paralog										fig|6666666.104740.peg.6893	
DedA protein			fig|6666666.104574.peg.1305			fig|6666666.104664.peg.1703	fig|6666666.104681.peg.679,fig|6666666.104681.peg.864,fig|6666666.104681.peg.2157	fig|6666666.104683.peg.933,fig|6666666.104683.peg.3515	fig|6666666.104692.peg.2245,fig|6666666.104692.peg.4301	fig|6666666.104740.peg.3009,fig|6666666.104740.peg.5527,fig|6666666.104740.peg.6737,fig|6666666.104740.peg.6855	
Deoxycytidine triphosphate deaminase (EC 3.5.4.13)	fig|6666666.104566.peg.1631	fig|6666666.104573.peg.796	fig|6666666.104574.peg.1221	fig|6666666.104604.peg.1305	fig|6666666.104655.peg.713	fig|6666666.104664.peg.4022	fig|6666666.104681.peg.896	fig|6666666.104683.peg.3854	fig|6666666.104692.peg.552	fig|6666666.104740.peg.4369	
Deoxyribodipyrimidine photolyase (EC 4.1.99.3)						fig|6666666.104664.peg.2216	fig|6666666.104681.peg.495	fig|6666666.104683.peg.2587	fig|6666666.104692.peg.825	fig|6666666.104740.peg.2562	
Deoxyribonucleoside regulator DeoR (transcriptional repressor)	fig|6666666.104566.peg.517	fig|6666666.104573.peg.1752									
Deoxyribose-phosphate aldolase (EC 4.1.2.4)	fig|6666666.104566.peg.518,fig|6666666.104566.peg.1316	fig|6666666.104573.peg.106,fig|6666666.104573.peg.480,fig|6666666.104573.peg.534,fig|6666666.104573.peg.1753	fig|6666666.104574.peg.553,fig|6666666.104574.peg.1257	fig|6666666.104604.peg.642			fig|6666666.104681.peg.5379	fig|6666666.104683.peg.4034	fig|6666666.104692.peg.1214	fig|6666666.104740.peg.2394	
Deoxyuridine 5'-triphosphate nucleotidohydrolase (EC 3.6.1.23)						fig|6666666.104664.peg.4647	fig|6666666.104681.peg.5785	fig|6666666.104683.peg.1848	fig|6666666.104692.peg.3757	fig|6666666.104740.peg.4704	
Dephospho-CoA kinase (EC 2.7.1.24)	fig|6666666.104566.peg.479	fig|6666666.104573.peg.1708	fig|6666666.104574.peg.1664	fig|6666666.104604.peg.120	fig|6666666.104655.peg.985		fig|6666666.104681.peg.2868	fig|6666666.104683.peg.635	fig|6666666.104692.peg.1124	fig|6666666.104740.peg.3628	
Dethiobiotin synthetase (EC 6.3.3.3)						fig|6666666.104664.peg.1918		fig|6666666.104683.peg.3404	fig|6666666.104692.peg.4194	fig|6666666.104740.peg.4513	
